order_id,user_id,status,region,channel,total,items,note,placed_at
107963,1123,refunded,LATAM,partner,1630.48,1,priority handling requested,2024-10-02
106324,1174,fulfilled,EMEA,retail,981.69,1,priority handling requested,2025-06-13
118553,1358,cancelled,EMEA,retail,402.24,9,priority handling requested,2025-05-24
110840,1037,cancelled,APAC,retail,2037.47,26,priority handling requested,2024-10-09
111852,1120,refunded,APAC,partner,2456.33,5,priority handling requested,2025-02-06
118433,1180,cancelled,LATAM,partner,917.53,28,,2025-03-29
100997,1288,pending,APAC,partner,1416.94,25,priority handling requested,2025-05-25
100254,1397,cancelled,EMEA,web,2440.67,26,priority handling requested,2024-11-13
110107,1153,refunded,EMEA,web,141.6,5,priority handling requested,2024-04-16
108150,1390,refunded,APAC,phone,2207.93,5,priority handling requested,2024-02-16
107496,1033,cancelled,EMEA,phone,2269.65,29,,2025-03-24
116183,1199,refunded,NA,web,2344.28,24,priority handling requested,2024-04-29
102030,1313,fulfilled,LATAM,partner,1996.96,5,priority handling requested,2024-06-08
103328,1296,refunded,EMEA,retail,2358.14,21,priority handling requested,2025-05-07
102704,1305,fulfilled,APAC,phone,2010.23,18,priority handling requested,2024-04-11
115695,1135,refunded,LATAM,web,930.04,7,priority handling requested,2024-07-06
111930,1197,cancelled,LATAM,retail,1183.88,18,priority handling requested,2024-05-10
100244,1156,cancelled,NA,phone,2149.91,12,priority handling requested,2024-08-14
117474,1248,pending,LATAM,phone,1594.14,26,priority handling requested,2024-02-16
119292,1243,refunded,NA,web,897.71,16,priority handling requested,2025-03-21
100542,1227,refunded,NA,phone,1448.12,21,priority handling requested,2024-09-26
100037,1387,fulfilled,LATAM,retail,1157.18,10,priority handling requested,2024-01-24
101588,1048,cancelled,NA,phone,1509.85,28,priority handling requested,2025-01-07
100347,1312,fulfilled,EMEA,partner,2039.58,29,priority handling requested,2024-02-10
101028,1184,fulfilled,EMEA,phone,1445.09,22,priority handling requested,2024-10-26
109419,1275,pending,NA,web,2084.76,21,priority handling requested,2024-08-04
109833,1223,pending,NA,web,189.85,19,priority handling requested,2024-05-01
105182,1366,cancelled,APAC,web,800.33,26,priority handling requested,2024-01-19
101694,1036,fulfilled,EMEA,phone,1136.47,25,,2025-02-10
119908,1292,fulfilled,NA,web,1680.94,22,priority handling requested,2025-03-20
100442,1036,cancelled,NA,web,949.64,2,priority handling requested,2025-05-02
105641,1111,refunded,LATAM,partner,310.49,21,priority handling requested,2024-09-08
111972,1086,refunded,EMEA,retail,224.41,11,priority handling requested,2025-04-06
113051,1301,pending,NA,partner,1366.42,3,priority handling requested,2024-08-26
106032,1114,pending,EMEA,web,1104.15,17,,2024-06-01
109856,1150,pending,EMEA,web,559.67,9,priority handling requested,2025-05-29
112685,1353,cancelled,EMEA,retail,1537.42,12,priority handling requested,2024-07-28
105617,1021,pending,LATAM,web,2406.17,17,priority handling requested,2024-03-29
117175,1117,refunded,APAC,retail,2029.52,7,priority handling requested,2025-01-02
119597,1350,refunded,LATAM,phone,647.01,2,priority handling requested,2024-02-14
110932,1265,refunded,NA,retail,2383.33,2,priority handling requested,2024-03-31
119242,1273,fulfilled,APAC,web,15.09,6,,2024-03-26
119630,1058,cancelled,APAC,web,1781.61,14,,2024-09-12
119015,1192,refunded,NA,phone,729.05,6,priority handling requested,2024-04-19
107975,1062,refunded,LATAM,web,582.74,27,priority handling requested,2024-10-01
108921,1329,fulfilled,LATAM,phone,1840.62,22,priority handling requested,2024-01-09
106366,1105,fulfilled,NA,web,1023.3,19,priority handling requested,2025-05-28
111617,1056,refunded,NA,phone,1543.19,26,priority handling requested,2024-04-05
115336,1144,refunded,EMEA,partner,2188.08,18,,2024-05-02
101391,1027,cancelled,APAC,retail,1139.43,12,priority handling requested,2024-10-17
106060,1134,fulfilled,EMEA,web,1235.99,26,priority handling requested,2024-03-06
112573,1364,fulfilled,LATAM,phone,238.75,20,priority handling requested,2024-12-30
110859,1267,fulfilled,NA,partner,2252.21,29,priority handling requested,2025-04-08
112294,1165,cancelled,EMEA,retail,1130.51,4,priority handling requested,2024-03-06
104100,1085,pending,LATAM,partner,983.29,30,priority handling requested,2024-06-09
103419,1217,fulfilled,LATAM,phone,2061.13,19,,2024-03-20
106546,1388,pending,EMEA,web,1967.55,3,,2025-04-12
119524,1345,pending,APAC,phone,1025.2,14,priority handling requested,2024-07-20
104118,1141,refunded,APAC,web,574.33,16,priority handling requested,2024-05-23
114424,1272,refunded,EMEA,phone,675.85,17,priority handling requested,2024-11-21
111059,1073,pending,NA,partner,689.51,19,priority handling requested,2024-02-11
111101,1223,pending,LATAM,phone,1427.49,7,priority handling requested,2024-09-03
118799,1369,refunded,EMEA,retail,1552.8,13,priority handling requested,2024-04-22
106457,1379,refunded,EMEA,retail,1736.0,19,priority handling requested,2024-06-08
101758,1074,refunded,NA,phone,711.4,20,priority handling requested,2024-08-10
117838,1343,pending,LATAM,retail,1570.56,3,priority handling requested,2024-08-07
118853,1397,pending,LATAM,partner,219.19,17,priority handling requested,2025-02-28
115689,1082,refunded,LATAM,retail,2088.65,2,priority handling requested,2025-02-06
110189,1300,pending,NA,phone,2104.67,23,priority handling requested,2024-03-27
108294,1068,fulfilled,NA,partner,2222.84,26,priority handling requested,2025-03-02
104703,1209,cancelled,NA,partner,1909.89,20,,2025-05-22
115737,1193,refunded,APAC,web,108.92,14,priority handling requested,2024-09-17
108200,1379,fulfilled,NA,retail,1582.48,22,priority handling requested,2025-03-02
107801,1391,refunded,APAC,retail,931.24,7,,2024-01-03
113285,1202,pending,LATAM,retail,1981.17,20,priority handling requested,2025-03-13
118267,1215,cancelled,LATAM,partner,2388.35,5,priority handling requested,2024-06-14
106088,1086,refunded,APAC,retail,1757.39,15,priority handling requested,2024-04-29
113166,1265,refunded,NA,phone,344.59,13,priority handling requested,2024-02-07
106343,1046,pending,EMEA,partner,882.94,24,priority handling requested,2024-02-16
101981,1182,pending,NA,partner,1388.51,19,priority handling requested,2024-06-12
115535,1080,fulfilled,LATAM,partner,1423.84,27,priority handling requested,2024-01-20
108116,1093,fulfilled,EMEA,retail,709.63,22,priority handling requested,2024-02-06
106592,1245,pending,EMEA,partner,1362.89,19,,2025-03-16
104680,1303,pending,APAC,retail,2284.25,2,priority handling requested,2024-07-01
115380,1113,refunded,APAC,web,2383.32,13,priority handling requested,2024-07-03
110852,1177,refunded,APAC,web,1506.69,22,priority handling requested,2024-01-29
114081,1091,cancelled,NA,retail,311.87,2,priority handling requested,2024-04-22
109726,1132,pending,APAC,web,727.58,1,priority handling requested,2024-01-30
110374,1168,refunded,EMEA,partner,490.09,5,priority handling requested,2024-02-17
107338,1347,refunded,APAC,partner,893.17,15,priority handling requested,2024-07-23
112474,1129,fulfilled,APAC,retail,1442.09,4,priority handling requested,2024-11-29
101934,1279,fulfilled,APAC,retail,2434.25,30,priority handling requested,2024-01-19
113209,1236,fulfilled,LATAM,retail,611.01,27,priority handling requested,2025-06-13
106319,1294,cancelled,NA,web,775.68,19,priority handling requested,2025-01-05
106876,1024,refunded,EMEA,phone,112.91,2,priority handling requested,2024-10-08
111414,1307,cancelled,EMEA,phone,1955.15,15,priority handling requested,2025-01-16
107322,1163,cancelled,EMEA,web,1139.02,6,priority handling requested,2024-06-12
114010,1188,refunded,LATAM,web,2048.92,16,priority handling requested,2024-10-24
105379,1355,cancelled,NA,retail,2271.5,24,priority handling requested,2024-01-01
100306,1381,cancelled,EMEA,partner,1302.96,10,priority handling requested,2025-06-22
119692,1078,pending,EMEA,web,360.94,27,,2024-11-27
109114,1022,fulfilled,EMEA,phone,273.93,26,,2024-11-30
106386,1025,cancelled,EMEA,retail,488.62,15,priority handling requested,2025-03-29
108509,1151,pending,LATAM,web,1770.38,4,,2025-06-13
107764,1176,pending,EMEA,phone,1523.6,7,priority handling requested,2024-04-07
104940,1149,refunded,NA,web,725.13,2,priority handling requested,2025-04-19
112338,1001,pending,LATAM,retail,2354.0,25,priority handling requested,2024-11-10
107231,1108,pending,LATAM,web,1974.55,29,priority handling requested,2024-11-14
115885,1248,refunded,NA,retail,987.66,8,priority handling requested,2025-04-04
100837,1099,refunded,EMEA,phone,1098.7,27,,2025-03-12
109386,1125,cancelled,APAC,web,1123.04,5,priority handling requested,2024-03-14
107087,1056,refunded,APAC,partner,2314.19,17,priority handling requested,2024-05-10
101078,1332,pending,APAC,retail,393.7,13,priority handling requested,2025-06-14
116141,1261,fulfilled,NA,phone,667.29,9,priority handling requested,2024-02-12
107822,1387,refunded,EMEA,web,91.72,30,priority handling requested,2025-06-21
115476,1237,pending,EMEA,web,2250.38,30,priority handling requested,2024-05-02
112172,1178,pending,EMEA,phone,186.93,2,,2024-07-29
109110,1322,fulfilled,NA,phone,65.62,6,priority handling requested,2024-06-21
118101,1259,refunded,LATAM,phone,2215.38,1,,2024-09-09
114853,1160,fulfilled,LATAM,partner,905.28,30,,2024-11-26
100143,1003,pending,APAC,web,1386.82,3,priority handling requested,2025-03-30
119659,1112,cancelled,NA,retail,2373.98,30,,2024-09-13
106732,1065,fulfilled,NA,web,1887.77,16,,2024-07-03
119102,1130,fulfilled,NA,phone,1595.33,13,priority handling requested,2024-07-20
101003,1212,refunded,LATAM,phone,1159.54,6,,2024-01-17
104756,1242,fulfilled,EMEA,partner,2287.84,13,,2024-04-24
114863,1010,cancelled,EMEA,retail,2108.55,20,priority handling requested,2025-05-28
118964,1332,refunded,NA,partner,805.23,15,priority handling requested,2024-03-01
100912,1253,refunded,APAC,phone,1715.63,13,priority handling requested,2025-03-18
113356,1152,fulfilled,EMEA,partner,1387.05,7,priority handling requested,2024-01-11
114677,1299,fulfilled,EMEA,retail,474.84,5,priority handling requested,2024-12-25
101127,1331,refunded,APAC,phone,185.77,5,priority handling requested,2024-01-25
115419,1246,fulfilled,EMEA,phone,554.5,10,priority handling requested,2024-10-19
113363,1059,refunded,NA,web,1891.59,3,priority handling requested,2025-02-17
108798,1254,cancelled,EMEA,phone,2499.46,21,priority handling requested,2025-03-12
112539,1054,pending,NA,retail,1730.44,27,priority handling requested,2024-04-27
106275,1084,refunded,EMEA,phone,325.93,23,priority handling requested,2024-03-05
102811,1028,refunded,EMEA,partner,1790.88,17,,2025-05-27
114784,1397,fulfilled,NA,retail,2048.69,5,priority handling requested,2025-04-27
103559,1139,fulfilled,EMEA,web,1530.66,8,priority handling requested,2024-01-26
110245,1083,pending,EMEA,retail,1742.3,26,priority handling requested,2024-02-11
114245,1180,pending,NA,web,2099.13,29,priority handling requested,2024-02-28
109564,1367,cancelled,NA,web,1905.25,4,priority handling requested,2024-05-30
108840,1304,fulfilled,NA,web,2088.22,4,priority handling requested,2024-05-18
100522,1175,fulfilled,EMEA,phone,2025.67,24,priority handling requested,2024-08-10
100115,1077,cancelled,NA,partner,975.38,8,priority handling requested,2025-04-12
105226,1285,pending,EMEA,retail,1997.74,23,priority handling requested,2024-02-01
113867,1229,pending,APAC,partner,1625.04,15,priority handling requested,2025-02-23
105365,1396,cancelled,EMEA,phone,1454.98,12,priority handling requested,2025-04-27
119299,1269,pending,EMEA,web,1937.39,7,priority handling requested,2024-07-18
115781,1393,pending,EMEA,phone,1522.23,5,priority handling requested,2024-02-09
108512,1219,pending,LATAM,retail,1997.33,25,priority handling requested,2025-06-03
101933,1361,refunded,NA,web,1952.71,12,priority handling requested,2024-11-30
105412,1014,refunded,NA,partner,2285.93,13,priority handling requested,2024-10-12
108549,1290,cancelled,APAC,phone,829.15,14,priority handling requested,2024-03-24
112398,1238,refunded,LATAM,web,1930.58,7,,2024-05-17
109810,1396,cancelled,EMEA,web,697.31,16,,2024-12-30
102015,1328,fulfilled,APAC,phone,2250.2,11,priority handling requested,2024-12-15
100261,1356,refunded,APAC,partner,426.3,21,priority handling requested,2024-12-19
116234,1230,pending,LATAM,web,1510.41,11,priority handling requested,2024-03-13
104114,1213,cancelled,EMEA,phone,2018.0,8,priority handling requested,2025-02-19
118391,1123,pending,LATAM,phone,2255.12,24,priority handling requested,2025-01-06
119719,1237,fulfilled,EMEA,web,1214.45,25,priority handling requested,2024-04-06
112296,1361,pending,APAC,retail,733.36,8,priority handling requested,2024-06-11
114513,1266,cancelled,APAC,web,2144.77,10,priority handling requested,2024-09-16
118357,1340,fulfilled,APAC,web,2357.21,19,priority handling requested,2025-01-26
100041,1279,fulfilled,NA,partner,1653.81,11,priority handling requested,2025-06-15
119803,1232,refunded,LATAM,partner,1939.43,2,priority handling requested,2025-05-09
108665,1302,pending,LATAM,retail,2145.48,25,,2024-09-26
118898,1100,pending,NA,retail,1310.96,6,priority handling requested,2024-01-23
104372,1117,pending,NA,phone,2153.15,22,priority handling requested,2025-02-16
117437,1022,refunded,APAC,phone,2108.8,8,priority handling requested,2025-05-28
113605,1210,pending,LATAM,web,1353.96,30,priority handling requested,2024-04-09
106582,1307,pending,APAC,partner,1345.72,13,priority handling requested,2025-02-17
110611,1218,fulfilled,NA,retail,635.29,12,priority handling requested,2025-04-07
117382,1377,cancelled,LATAM,phone,996.95,11,priority handling requested,2025-04-24
118509,1098,refunded,NA,web,1093.99,18,priority handling requested,2024-06-29
104679,1150,cancelled,NA,phone,416.31,22,priority handling requested,2025-04-01
113586,1105,refunded,LATAM,retail,813.02,26,,2024-05-05
119529,1350,pending,LATAM,web,341.24,10,priority handling requested,2024-06-18
119060,1169,cancelled,EMEA,retail,1816.83,7,priority handling requested,2024-05-24
109235,1013,fulfilled,NA,partner,1237.25,9,priority handling requested,2024-04-18
116976,1327,fulfilled,LATAM,web,135.34,1,,2025-02-15
101679,1131,refunded,APAC,phone,1588.3,1,priority handling requested,2025-02-03
114144,1075,pending,LATAM,web,1916.49,24,priority handling requested,2024-02-21
106838,1312,fulfilled,LATAM,phone,2387.34,17,priority handling requested,2024-11-12
105320,1296,fulfilled,LATAM,retail,1003.3,15,priority handling requested,2025-04-12
109472,1355,cancelled,LATAM,web,1893.23,19,priority handling requested,2024-11-12
101300,1386,refunded,APAC,phone,92.15,28,priority handling requested,2024-07-29
119790,1175,pending,APAC,web,1410.57,7,priority handling requested,2025-02-03
104136,1034,cancelled,NA,phone,349.5,10,priority handling requested,2024-12-26
109804,1093,fulfilled,LATAM,phone,419.85,22,,2025-06-04
104058,1278,fulfilled,APAC,web,2426.41,2,priority handling requested,2025-06-07
112286,1244,pending,EMEA,web,830.6,7,priority handling requested,2025-04-01
112958,1276,fulfilled,EMEA,retail,1640.03,2,priority handling requested,2025-01-06
109410,1335,refunded,NA,retail,637.26,4,priority handling requested,2024-11-30
109074,1348,pending,NA,web,1883.3,30,priority handling requested,2024-11-30
112094,1282,cancelled,APAC,partner,1389.19,19,priority handling requested,2025-04-20
101249,1270,cancelled,APAC,retail,1433.79,18,priority handling requested,2024-06-11
110442,1006,fulfilled,LATAM,phone,1246.7,26,priority handling requested,2025-03-13
115942,1157,fulfilled,NA,retail,891.54,24,priority handling requested,2024-09-20
111513,1233,cancelled,EMEA,retail,192.78,29,priority handling requested,2024-12-25
116923,1180,pending,NA,partner,956.47,5,priority handling requested,2025-05-13
118242,1211,fulfilled,NA,web,2077.96,5,,2025-03-15
117445,1181,cancelled,APAC,partner,1021.59,12,priority handling requested,2025-06-18
106967,1326,refunded,NA,retail,2035.43,22,priority handling requested,2024-06-13
108858,1288,cancelled,APAC,partner,87.5,19,priority handling requested,2024-05-11
101193,1083,cancelled,APAC,retail,727.56,9,priority handling requested,2025-03-06
108845,1349,pending,APAC,web,1250.89,20,,2024-03-04
108568,1113,fulfilled,LATAM,retail,564.92,13,priority handling requested,2024-01-21
118977,1133,cancelled,LATAM,phone,614.38,17,,2024-07-02
103630,1377,refunded,LATAM,web,2226.07,24,priority handling requested,2025-01-24
100616,1307,cancelled,LATAM,web,899.38,9,priority handling requested,2025-03-26
113384,1057,fulfilled,EMEA,retail,258.66,16,priority handling requested,2025-01-08
116235,1068,cancelled,APAC,web,1525.6,23,,2024-01-05
114680,1156,refunded,EMEA,web,1796.79,30,priority handling requested,2024-07-27
117475,1123,fulfilled,NA,phone,14.95,20,priority handling requested,2024-07-11
112375,1017,pending,EMEA,partner,26.54,12,priority handling requested,2025-03-30
112675,1327,cancelled,APAC,partner,1399.07,6,priority handling requested,2025-01-26
105202,1392,cancelled,LATAM,phone,1985.71,26,priority handling requested,2025-03-12
115187,1272,pending,EMEA,retail,1151.99,29,priority handling requested,2024-03-16
104914,1184,pending,NA,retail,801.86,7,priority handling requested,2024-03-20
110679,1135,pending,NA,phone,779.69,19,,2024-05-05
100388,1326,refunded,EMEA,phone,748.71,1,,2024-01-21
102900,1363,fulfilled,APAC,web,2351.93,10,priority handling requested,2024-10-21
104727,1214,pending,EMEA,web,354.44,21,priority handling requested,2024-01-25
108581,1035,pending,EMEA,partner,629.34,27,priority handling requested,2024-11-30
107599,1302,fulfilled,NA,phone,2185.54,27,priority handling requested,2024-03-16
101023,1306,pending,EMEA,phone,1988.39,7,priority handling requested,2025-04-20
112078,1247,cancelled,NA,retail,940.86,22,priority handling requested,2024-11-20
116444,1214,pending,NA,phone,1786.09,22,,2025-03-02
104468,1193,pending,LATAM,web,266.23,10,priority handling requested,2025-04-22
103387,1170,fulfilled,APAC,partner,803.59,10,priority handling requested,2024-11-15
104192,1003,fulfilled,NA,retail,2152.48,16,priority handling requested,2025-06-09
108370,1229,fulfilled,EMEA,phone,359.17,13,priority handling requested,2024-06-09
108379,1198,fulfilled,EMEA,web,320.08,24,priority handling requested,2024-03-22
103563,1368,fulfilled,APAC,phone,1699.1,24,priority handling requested,2025-02-16
113808,1133,cancelled,LATAM,web,1441.92,15,priority handling requested,2024-12-24
105337,1275,refunded,EMEA,web,198.05,17,priority handling requested,2025-01-15
102836,1223,fulfilled,APAC,phone,1571.46,21,priority handling requested,2025-03-29
116574,1055,cancelled,NA,partner,1763.68,10,priority handling requested,2024-11-22
116262,1031,fulfilled,LATAM,phone,2188.19,10,priority handling requested,2025-03-05
115296,1202,cancelled,NA,retail,1356.93,8,priority handling requested,2025-03-21
100038,1342,cancelled,APAC,retail,1247.09,23,priority handling requested,2024-05-09
114231,1253,refunded,NA,phone,742.02,24,priority handling requested,2024-12-28
115448,1138,cancelled,EMEA,phone,2177.39,5,priority handling requested,2024-08-11
117342,1016,pending,APAC,retail,692.2,2,priority handling requested,2024-07-07
110647,1086,refunded,LATAM,phone,864.93,16,priority handling requested,2024-12-11
104717,1254,fulfilled,APAC,phone,1624.41,4,priority handling requested,2024-01-01
115793,1365,pending,EMEA,web,16.68,9,priority handling requested,2025-05-26
117595,1264,cancelled,APAC,web,930.72,27,priority handling requested,2025-05-02
118675,1331,refunded,NA,phone,1237.33,16,priority handling requested,2024-08-13
100965,1167,refunded,NA,partner,1463.65,15,priority handling requested,2024-09-20
119564,1049,fulfilled,LATAM,web,549.82,4,priority handling requested,2025-03-13
114944,1138,cancelled,LATAM,partner,2254.79,6,priority handling requested,2025-03-16
111478,1301,refunded,APAC,phone,1180.62,19,priority handling requested,2025-06-01
117883,1114,cancelled,APAC,phone,2209.63,30,priority handling requested,2024-04-25
113865,1077,cancelled,APAC,partner,286.12,6,,2025-06-21
116914,1250,cancelled,APAC,phone,1782.39,30,priority handling requested,2024-06-21
115599,1035,fulfilled,LATAM,partner,2046.62,14,priority handling requested,2024-09-13
109609,1124,pending,NA,retail,2193.58,10,priority handling requested,2024-09-22
116492,1240,fulfilled,LATAM,retail,295.14,22,priority handling requested,2025-05-15
114649,1326,fulfilled,NA,web,594.88,23,priority handling requested,2024-03-30
106575,1139,cancelled,EMEA,web,517.57,2,priority handling requested,2024-06-06
116010,1284,cancelled,APAC,partner,1231.45,12,,2024-07-02
112246,1160,fulfilled,EMEA,partner,1683.1,1,priority handling requested,2024-07-02
103099,1252,cancelled,APAC,retail,2208.32,18,priority handling requested,2024-04-24
113904,1362,pending,EMEA,retail,1921.53,29,priority handling requested,2025-04-02
105532,1177,refunded,EMEA,phone,201.07,15,priority handling requested,2024-01-25
101857,1140,refunded,LATAM,retail,1949.92,27,priority handling requested,2025-03-22
110974,1284,pending,NA,web,2057.47,13,priority handling requested,2024-06-09
109931,1117,cancelled,LATAM,retail,1398.29,24,priority handling requested,2025-01-28
113140,1166,refunded,NA,retail,1490.63,19,priority handling requested,2024-10-10
118698,1307,fulfilled,LATAM,phone,1862.9,16,priority handling requested,2025-03-07
102569,1210,pending,NA,retail,1674.12,22,priority handling requested,2025-03-16
111640,1102,pending,EMEA,web,1892.23,27,priority handling requested,2025-06-11
107862,1389,cancelled,LATAM,web,416.31,1,priority handling requested,2024-03-25
119806,1267,refunded,LATAM,retail,94.64,3,priority handling requested,2025-05-29
106678,1231,cancelled,APAC,web,1415.18,22,priority handling requested,2025-05-01
119546,1283,pending,APAC,phone,167.16,21,priority handling requested,2025-05-30
118948,1269,fulfilled,NA,retail,1180.03,4,priority handling requested,2025-04-15
107499,1309,fulfilled,APAC,web,1698.33,20,priority handling requested,2025-05-20
109713,1060,fulfilled,APAC,retail,2342.45,13,priority handling requested,2024-09-14
114826,1073,pending,NA,partner,560.6,28,priority handling requested,2024-03-12
105947,1123,fulfilled,APAC,phone,1120.68,17,priority handling requested,2024-08-01
105167,1195,refunded,LATAM,partner,1145.3,17,priority handling requested,2025-04-07
118206,1263,cancelled,NA,web,794.76,2,priority handling requested,2024-08-31
100731,1379,cancelled,LATAM,web,2238.41,28,priority handling requested,2024-09-15
116628,1121,cancelled,LATAM,web,633.68,2,priority handling requested,2024-07-21
100788,1013,refunded,EMEA,web,2250.89,13,priority handling requested,2024-12-26
101924,1290,pending,NA,phone,748.61,18,priority handling requested,2024-02-21
112199,1216,fulfilled,EMEA,web,1511.97,4,priority handling requested,2024-05-27
118939,1106,pending,NA,retail,1117.66,12,priority handling requested,2024-08-18
100996,1306,cancelled,APAC,web,198.48,23,priority handling requested,2025-05-20
118989,1286,refunded,APAC,phone,850.28,29,priority handling requested,2024-11-19
113693,1201,fulfilled,LATAM,web,1671.72,28,priority handling requested,2024-12-20
100050,1303,fulfilled,APAC,retail,1938.22,9,priority handling requested,2025-06-20
115625,1017,refunded,NA,retail,2126.16,17,,2024-11-24
105329,1015,fulfilled,LATAM,retail,2253.7,14,priority handling requested,2025-01-13
114442,1076,fulfilled,LATAM,partner,1540.06,15,priority handling requested,2025-03-04
103067,1381,fulfilled,LATAM,phone,362.94,13,priority handling requested,2025-03-22
113321,1396,refunded,APAC,web,501.51,10,priority handling requested,2025-05-17
105308,1071,fulfilled,APAC,retail,149.6,2,priority handling requested,2025-04-14
102924,1087,fulfilled,APAC,web,701.73,2,priority handling requested,2024-12-02
118940,1362,refunded,NA,partner,933.57,17,priority handling requested,2025-06-12
111634,1042,fulfilled,LATAM,partner,205.11,15,priority handling requested,2024-03-14
113851,1255,fulfilled,APAC,web,445.18,22,,2025-01-24
105650,1039,refunded,LATAM,partner,732.38,3,priority handling requested,2024-02-28
104589,1374,fulfilled,NA,phone,1133.68,2,priority handling requested,2025-05-17
110721,1162,fulfilled,LATAM,phone,1459.66,26,,2025-05-25
115833,1293,pending,NA,phone,1348.98,9,priority handling requested,2025-05-28
111714,1182,refunded,EMEA,retail,2393.89,13,priority handling requested,2024-04-24
113845,1006,pending,APAC,partner,1071.15,3,priority handling requested,2024-02-24
104132,1062,pending,EMEA,retail,208.83,20,priority handling requested,2025-05-31
106156,1315,cancelled,EMEA,partner,1331.47,5,priority handling requested,2024-06-21
112645,1058,fulfilled,NA,phone,757.09,26,priority handling requested,2024-05-19
102531,1203,cancelled,LATAM,web,607.56,28,priority handling requested,2025-06-13
118508,1220,refunded,APAC,phone,752.56,30,,2024-12-04
110519,1066,cancelled,NA,partner,2208.12,2,priority handling requested,2025-01-31
108822,1032,cancelled,NA,web,2239.87,5,priority handling requested,2025-06-20
101476,1006,fulfilled,NA,web,290.79,21,priority handling requested,2025-05-28
119558,1120,pending,EMEA,web,2393.33,2,priority handling requested,2025-02-27
114571,1125,pending,EMEA,phone,2091.63,29,priority handling requested,2024-06-11
100349,1140,cancelled,EMEA,phone,76.75,17,priority handling requested,2025-03-13
115613,1027,refunded,EMEA,web,2083.4,7,priority handling requested,2024-11-11
104794,1057,pending,NA,partner,761.35,7,,2025-03-03
112359,1248,cancelled,APAC,web,2245.89,3,priority handling requested,2025-01-28
104390,1159,refunded,NA,partner,2407.68,21,priority handling requested,2024-03-27
112606,1307,refunded,LATAM,partner,1359.42,10,priority handling requested,2024-11-01
108086,1305,pending,APAC,retail,2241.82,19,priority handling requested,2025-04-02
113489,1397,pending,APAC,retail,36.0,21,,2024-10-05
108528,1179,pending,NA,web,2363.33,21,priority handling requested,2024-08-01
117112,1389,fulfilled,LATAM,phone,93.66,20,priority handling requested,2024-07-19
113965,1085,cancelled,APAC,web,2096.17,25,priority handling requested,2024-05-31
115170,1148,cancelled,LATAM,phone,2145.03,19,priority handling requested,2024-05-03
109493,1030,refunded,APAC,retail,1656.18,22,priority handling requested,2025-03-25
100030,1377,refunded,NA,retail,360.87,28,priority handling requested,2024-08-15
114462,1363,fulfilled,APAC,web,1615.02,7,priority handling requested,2024-11-04
